,Unnamed: 0,Rating,Review,lang,cleaned
7843,7843,5,"I love this game but i feel you need to crack down on modders a bit harder, im number 5 on the leader boards and really want the reward but i noticed theres a lvl 7 with 60000 trophies on the second day now i dont think thats even possible so could you look into these modders modding for top of the leader board cause its unfair those spots are taken by people who dont even play when we work and play your game to get to the place we are :/ and the people modding to get all weps cause i pay money to get weps or work hard but these people just come in and get all santa weps and exo suits ive even had peoplee tell me they hacked for their stuff so i know its happening:/",en,"I love this game but i feel you need to crack down on modders a bit harder , im number 5 on the leader board and really want the reward but i notice there a lvl 7 with 60000 trophy on the second day now i dont think thats even possible so could you look into these modders modding for top of the leader board cause it unfair those spot be take by people who dont even play when we work and play your game to get to the place we be : / and the people modding to get all weps cause i pay money to get weps or work hard but these people just come in and get all santa weps and exo suit ive even have peoplee tell me they hack for their stuff so i know it happening : /"
7844,7844,5,It's such a good game but it will be better if there was like a daily quest and events to win some diamonds and gold but events to fight players from the whole world,en,It 's such a good game but it will be well if there be like a daily quest and event to win some diamond and gold but event to fight player from the whole world
7853,7853,5,I love this game because it's much actiony,en,I love this game because it 's much actiony
7854,7854,5,Its an awesome and entertaining game!very creative and fun to play (^q^),en,Its an awesome and entertaining game exclamation_point very creative and fun to play ( ^q^ )
7857,7857,5,It's such a cool game I love it so much but I want It to stop saying pixel gun 3rd is not responding but I still love it so so much ill give you a happy face :) lol Hahaha hah only joking,en,It 's such a cool game I love it so much but I want It to stop say pixel gun 3rd be not respond but I still love it so so much ill give you a happy face : ) lol Hahaha hah only joke
7858,7858,5,It is the best game in the world.,en,It be the best game in the world .
7859,7859,5,it's so cool I like the guns,en,it 's so cool I like the gun
7861,7861,4,"Game Breaking bug. After completing the tutorial, you get soft locked when prompted to enter the armory, please fix",en,"Game Breaking bug . After complete the tutorial , you get soft lock when prompt to enter the armory , please fix"
7862,7862,5,Love this game,en,Love this game
7865,7865,5,Awsome,en,Awsome
7871,7871,5,IT'S  AWESOME,en,IT 'S AWESOME
7872,7872,3,The upgrade are to  Expensive  It's relly fun it's my favourite game but steel the update are to expensive that is the only reason i gave this a ok,en,The upgrade be to Expensive It 's relly fun it 's my favourite game but steel the update be to expensive that be the only reason i give this a ok
7873,7873,5,It's amazing u can play with friends and family and sometimes I lag,en,It 's amazing u can play with friend and family and sometimes I lag
7874,7874,1,Bad game its with guns and many under adge paly it,en,Bad game it with gun and many under adge paly it
7877,7877,5,Love it sooooo much,en,Love it sooooo much
7882,7882,5,"Very good and fun game but please developers, add the armory button back to android. We all need and want it back. Oh and could you make a 50% off sale sometime, it would be very fun.  -Jse_masterOfMagic",en,"Very good and fun game but please developer , add the armory button back to android . We all need and want it back . Oh and could you make a 50 % off sale sometime , it would be very fun . -Jse_masterOfMagic"
7886,7886,5,This game is the best game I played,en,This game be the best game I play
7888,7888,5,it is the best,en,it be the best
7890,7890,5,I spend all my gems accidently im so sad what can i do to get them back Great game btw,en,I spend all my gem accidently im so sad what can i do to get them back Great game btw
7892,7892,2,So there is a glitch in my game where it says update now when I try to battle and I can't play plz fix it or give tips on what to do,en,So there be a glitch in my game where it say update now when I try to battle and I ca n't play plz fix it or give tip on what to do
7894,7894,5,I like pixil gun 3d because the people are Minecraft and make your own person  but I really really really like the guns,en,I like pixil gun 3d because the people be Minecraft and make your own person but I really really really like the gun
7895,7895,5,Most awesome pixelated combat game yet,en,Most awesome pixelated combat game yet
7896,7896,5,Its amazing but you guys should add trading,en,Its amazing but you guy should add trading
7900,7900,5,OK 1. New worlds 2. Lower the time of the Chest 3 hours??? 4. Five nights at Freddy's and undertale skins 5. Easier to get leveled up 6. give us more coins and gems and 7. Please give us the thing where we can change our skin in sandbox,en,OK 1 . New worlds 2 . Lower the time of the Chest 3 hour ? ? ? 4 . Five night at Freddy 's and undertale skin 5 . Easier to get level up 6. give u more coin and gem and 7 . Please give u the thing where we can change our skin in sandbox
7903,7903,5,Cool,en,Cool
7906,7906,1,I had to uninstall because of a bug when it reinstalled my profile was gone give it back please so I can enjoy myself again,en,I have to uninstall because of a bug when it reinstall my profile be go give it back please so I can enjoy myself again
7909,7909,5,I love it so much,en,I love it so much
7912,7912,5,I love this game.,en,I love this game .
7914,7914,5,The best game,en,The best game
7917,7917,5,I love the  game,en,I love the game
7926,7926,5,Prout,en,Prout
7940,7940,4,It's really good,en,It 's really good
7941,7941,4,I have an addiction of playing the game,en,I have an addiction of play the game
7942,7942,5,"This is an excellent Multiplayer shooting game, but why doesn't it show in Plays Store that it cannot be updated when inside the game it says that it must be updated. So if thats bug could you fix it or if its just my phone could you tell me how to fix it.😉",en,"This be an excellent Multiplayer shooting game , but why do n't it show in Plays Store that it can not be update when inside the game it say that it must be update . So if thats bug could you fix it or if it just my phone could you tell me how to fix it.😉"
7945,7945,1,"My stuff got reset when i was just starting because i wasnt ""hacking"" like tf fix the campaign i had 18 diamonds and 36 coins 1-i leveled up and got 30 and i did 7 campaigns and got 6 and on the bridge i found the diamond and my progress alllllll oooffffff iiiitttt ggoggot reset...great game guys just great(Not)",en,My stuff get reset when i be just start because i wasnt `` hack '' like tf fix the campaign i have 18 diamond and 36 coin 1-i level up and get 30 and i do 7 campaign and get 6 and on the bridge i find the diamond and my progress alllllll oooffffff iiiitttt ggoggot reset ... great game guy just great ( Not )
7948,7948,5,Great  game,en,Great game
7950,7950,5,I think it is a fun game Band awesome but make more guns,en,I think it be a fun game Band awesome but make more gun
7951,7951,5,"This has to be the best Minecraft shooting, multiplier game ever!",en,"This have to be the best Minecraft shooting , multiplier game ever exclamation_point"
7955,7955,5,It is so cool😎😁,en,It be so cool😎😁
7957,7957,5,This is the best Minecraft shooting game I ever played!!,en,This be the best Minecraft shoot game I ever play exclamation_point exclamation_point
7960,7960,5,This game is a really good controles,en,This game be a really good controles
7961,7961,5,its the best I'm i love it,en,it the best I 'm i love it
7962,7962,5,Its a good game,en,Its a good game
7967,7967,5,Cool,en,Cool
7972,7972,5,Its good,en,Its good
7974,7974,5,This is best game ever!!!,en,This be best game ever exclamation_point exclamation_point exclamation_point
7976,7976,5,The best gamle ever,en,The best gamle ever
7981,7981,5,It's fine the game is fun 👍,en,It 's fine the game be fun 👍
7985,7985,5,I love it So much that I play it every day,en,I love it So much that I play it every day
7986,7986,4,Cool game,en,Cool game
7991,7991,5,Please add VIP perk than I want to buy in game purchase,en,Please add VIP perk than I want to buy in game purchase
7997,7997,5,the game is okay  but the shooting IS THE BEST,en,the game be okay but the shooting IS THE BEST
7998,7998,3,It ok but you have to spend money to to gun!,en,It ok but you have to spend money to to gun exclamation_point
8000,8000,5,So cool I love all the new guns and weapons soooo fun to play really recommend this 😀,en,So cool I love all the new gun and weapon soooo fun to play really recommend this 😀
8004,8004,3,I miss the old and fair plxel gun😭,en,I miss the old and fair plxel gun😭
8006,8006,1,Combat level SUCKS. Seriously 13.5.5 JUST SUCKS NO COMBA LEVEL PLS,en,Combat level SUCKS . Seriously 13.5.5 JUST SUCKS NO COMBA LEVEL PLS
8007,8007,1,"Add more spell in the armory...  spells like  armor, ice, strong wind, and more spells with new effects also Add the old weapons back!!! And add new weapons also Equipped 2 pats in the same time Add new armor  Add the full level to 60 AND CAN YOU PLEASE ADD BACK CHAT",en,"Add more spell in the armory ... spell like armor , ice , strong wind , and more spell with new effect also Add the old weapon back exclamation_point exclamation_point exclamation_point And add new weapon also Equipped 2 pat in the same time Add new armor Add the full level to 60 AND CAN YOU PLEASE ADD BACK CHAT"
